song,lyrics,genre
Angels,"I sit and waitDoes an angel contemplate my fateAnd do they knowThe places where we goWhen we're grey and old'Cause I have been toldThat salvation lets their wings unfold So when I'm lying in my bedThoughts running through my headAnd I feel the love is deadI'm loving angels instead And through it all she offers me protectionA lot of love and affectionWhether I'm right or wrongAnd down the waterfallWherever it may take meI know that life won't break meWhen I come to call, she won't forsake meI'm loving angels instead When I'm feeling weakAnd my pain walks down a one way streetI look above And I know I'll always be blessed with loveAnd as the feeling growsShe breathes flesh to my bonesAnd when love is dead I'm loving angels instead And through it all she offers me protectionA lot of love and affectionWhether I'm right or wrongAnd down the waterfallWherever it may take meI know that life won't break meWhen I come to call, she won't forsake me I'm loving angels instead And through it all she offers me protectionA lot of love and affectionWhether I'm right or wrongAnd down the waterfallWherever it may take meI know that life won't break meWhen I come to call, she won't forsake meI'm loving angels instead",pop
Kiss Me,"Kiss me out of the bearded barleyNightly beside the green, green grassSwing, swing, swing the spinning stepYou wear those shoes and I will wear that dress Oh, kiss me beneath the milky twilightLead me out on the moonlit floorLift your open handStrike up the band and make the fireflies danceSilver moon's sparklingSo, kiss me Kiss me down by the broken tree houseSwing me upon its hanging tireBring, bring, bring your flowered hatWe'll take the trail marked on your father's map Oh, kiss me beneath the milky twilightLead me out on the moonlit floorLift your open handStrike up the band and make the fireflies danceSilver moon's sparklingSo, kiss me Kiss me beneath the milky twilightLead me out on the moonlit floorLift your open handStrike up the band and make the fireflies danceSilver moon's sparkling So kiss me So, kiss me So kiss me So kiss me",pop
Lovefool,"Dear, I fear we're facing a problemYou love me no longer, I knowAnd maybe there is nothingThat I can do to make you do Mama tells me I shouldn't botherThat I ought to stick to another manA man that surely deserves meBut I think you do So, I cry, and I pray and I beg Love me, love meSay that you love meFool me, fool meGo on and fool meLove me, love mePretend that you love meLeave me, leave meJust say that you need me So I cry, and I beg for you to Love me, love meSay that you love meLeave me, leave meJust say that you need meI can't care 'bout anything but you Lately I have desperately ponderedSpent my nights awake and I wonderWhat I could have done in another wayTo make you stay Reason will not reach a solutionI will end up lost in confusionI don't care if you really careAs long as you don't go So I cry, I pray, and I beg Love me, love meSay that you love meFool me, fool meGo on and fool meLove me, love mePretend that you love meLeave me, leave meJust say that you need me So I cry, and I beg for you to Love me, love meSay that you love meLeave me, leave meJust say that you need meI can't care 'bout anything but you(Anything but you) Love me, love me(Say that you love me)Fool me, fool me(Go on and fool me)Love me, love me(I know that you need me)I can't care 'bout anything but you",pop
Here Without You,"A hundred days have made me olderSince the last time that I saw your pretty faceA thousand lies have made me colderAnd I don't think I can look at this the same But all the miles that separateDisappear now when I'm dreaming of your face I'm here without you, babyBut you're still on my lonely mindI think about you, babyAnd I dream about you all the time I'm here without you, babyBut you're still with me in my dreamsAnd tonight it's only you and me, yeah The miles just keep rollin'As the people leave their way to say helloI've heard this life is overratedBut I hope that it gets better as we go, oh yeah, yeah I'm here without you, babyBut you're still on my lonely mindI think about you, babyAnd I dream about you all the time I'm here without you, babyBut you're still with me in my dreamsAnd tonight, girl, it's only you and me Everything I know, and anywhere I go (Oh whoa)It gets hard but it won't take away my love (Oh whoa)And when the last one fallsWhen it's all said and doneIt gets hard but it won't take away my love, whoa, oh, oh I'm here without you, babyBut you're still on my lonely mindI think about you, babyAnd I dream about you all the time I'm here without you, babyBut you're still with me in my dreamsAnd tonight, girl, it's only you and me, yeahOh girl, oh oh",rock
Kryptonite,"Well I took a walk around the world to ease my troubled mindI left my body lying somewhere in the sands of timeWell I watched the world float to the dark side of the moonI feel there's nothing I can do,yeah I watched the world float to the dark side of the moonAfter all I knew it had to be something to do with youI really don't mind what happens now and thenAs long as you'll be my friend at the end If I go crazy then will you still call me Superman?If I'm alive and well, will you be there a-holding my hand?I'll keep you by my side with my superhuman mightKryptonite You called me strong, you called me weakBut still your secrets I will keepYou took for granted all the times I never let you downYou stumbled in and bumped your headIf not for me then you'd be deadI picked you up and put you back on solid ground If I go crazy then will you still call me Superman?If I'm alive and well, will you be there a-holding my hand?I'll keep you by my side with my superhuman mightKryptonite If I go crazy then will you still call me Superman?If I'm alive and well, will you be there holding my hand?I'll keep you by my side with my superhuman mightKryptoniteYeah! If I go crazy then will you still call me Superman?If I'm alive and well, will you be there a-holding my hand?I'll keep you by my side with my superhuman mightKryptonite Oh, whoa, whoaOh, whoa, whoaOh, whoa, whoa",rock
I Don't Want to Miss a Thing,"I could stay awake just to hear you breathingWatch you smile while you are sleepingWhile you're far away and dreamingI could spend my life in this sweet surrenderI could stay lost in this moment foreverWhere every moment spent with you is a moment I treasure Don't wanna close my eyesI don't wanna fall asleep'Cause I'd miss you, babyAnd I don't wanna miss a thing'Cause even when I dream of youThe sweetest dream would never doI'd still miss you, babyAnd I don't wanna miss a thing Lying close to you, feeling your heart beatingAnd I'm wondering what you're dreamingWondering if it's me you're seeingThen I kiss your eyes and thank God we're togetherAnd I just wanna stay with you in this moment foreverForever and ever I don't wanna close my eyesI don't wanna fall asleep'Cause I'd miss you, babyAnd I don't wanna miss a thing'Cause even when I dream of youThe sweetest dream would never doI'd still miss you, babyAnd I don't wanna miss a thing I don't wanna miss one smileI don't wanna miss one kissWell, I just wanna be with youRight here with you, just like thisI just wanna hold you closeI feel your heart so close to mineAnd just stay here in this momentFor all the rest of timeYeah, yeah, yeah, yeah Don't wanna close my eyesDon't wanna fall asleep'Cause I'd miss you, babyAnd I don't wanna miss a thing'Cause even when I dream of youThe sweetest dream would never doI'd still miss you, babyAnd I don't wanna miss a thing I don't wanna close my eyesI don't wanna fall asleep'Cause I'd miss you, babyAnd I don't wanna miss a thing'Cause even when I dream of youThe sweetest dream would never doI'd still miss you, babyAnd I don't wanna miss a thing I don't wanna close my eyesI don't wanna fall asleep, yeahI don't wanna miss a thing",rock
Clocks,"The lights go out, and I can't be savedTides that I tried to swim againstYou've put me down upon my kneesOh I beg, I beg and plead, singingCome out of things unsaidShoot an apple off my head, and aTrouble that can't be namedA tiger's waiting to be tamed, singing You areYou are Confusion never stopsClosing walls and ticking clocks, gonnaCome back and take you homeI could not stop that you now know, singingCome out upon my seasCursed missed opportunities, am IA part of the cure?Or am I part of the disease? Singing You areYou areYou areYou are You areYou are And nothing else comparesOh, nothing else comparesAnd nothing else compares You areYou are Home, homeWhere I wanted to goHome, homeWhere I wanted to goHome (you), homeWhere I wanted to go (are)Home (you), homeWhere I wanted to go (are)",rock
Viva la Vida,"I used to rule the worldSeas would rise when I gave the wordNow in the morning, I sleep aloneSweep the streets I used to own I used to roll the diceFeel the fear in my enemies' eyesListen as the crowd would sing""""Now the old king is dead! Long live the king!"""" One minute, I held the keyNext, the walls were closed on meAnd I discovered that my castles standUpon pillars of salt and pillars of sand I hear Jerusalem bells a-ringingRoman Calvary choirs are singingBe my mirror, my sword, and shieldMy missionaries in a foreign field For some reason I can't explainOnce you go, there was neverNever an honest wordAnd that was when I ruled the world It was the wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what I'd become Revolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringAw, who would ever wanna be king? I hear Jerusalem bells a-ringingRoman Calvary choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign field For some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world Whoa-oh-oh, oh-oh, ohWhoa-oh-oh, oh-oh, ohWhoa-oh-oh, oh-oh, ohWhoa-oh-oh, oh-oh, ohWhoa-oh-oh, oh-oh, oh (Whoa-oh-oh, oh-oh, oh) I hear Jerusalem bells a-ringing(Whoa-oh-oh, oh-oh, oh) Roman Calvary choirs are singing(Whoa-oh-oh, oh-oh, oh) be my mirror, my sword and shield(Whoa-oh-oh, oh-oh, oh) my missionaries in a foreign field (Whoa-oh-oh, oh-oh, oh) for some reason I can't explain(Whoa-oh-oh, oh-oh, oh) I know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world Mmm, mmm, mmm, mmmMmm, mmm, mmm, mmmMmm, mmm, mmm, mmm...",rock
Smoke on the Water,"We all came out to MontreuxOn the Lake Geneva shorelineTo make records with a mobileWe didn't have much time Frank Zappa and the MothersWere at the best place aroundBut some stupid with a flare gunBurned the place to the ground, Smoke on the waterA fire in the skySmoke on the water But burning down They burned down the gambling houseIt died with an awful soundFunky Claude was running in and outHe was pulling kids out the ground When it all was overWe had to find another placeSwiss time was running outIt seemed that we would lose the race, now Smoke on the waterA fire in the skySmoke on the water We ended up at the Grand HotelIt was empty cold and bareWith the Rolling truck Stones thing just outsideMaking our music there Few red lights and a few old bedsWe made a place to sweatNo matter what we get out of thisI know, I know we'll never forget, Smoke on the waterA fire in the skySmoke on the water",rock
Sultans of Swing,"You get a shiver in the darkIt's raining in the park, but meantimeSouth of the river, you stop and you hold everything A band is blowing DixieDouble four timeYou feel alrightWhen you hear the music ring Well, now you step insideBut you don't see too many facesComing in out of the rain to hear the jazz go down Competition in other placesAh, but the hornsThey blowin' that sound Way on down southWay on down southLondon town Yeah, check out Guitar GeorgeHe knows all the chordsMind, he's strictly rhythmHe doesn't want to make it cry or sing Left-handed old guitarIs all he can affordWhen he gets up under the lightsTo play his thing And Harry doesn't mindIf he doesn't make the sceneHe's got a daytime jobHe's doing alright He can play the Honky Tonk like anythingSaving it up for Friday night With the SultansWith the Sultans of Swing And a crowd of young boysThey're fooling around in the cornerDrunk and dressed in their best brown baggiesAnd their platform soles They don't give a damnAbout any trumpet playing bandIt ain't what they call rock and roll And the SultansYeah, the Sultans, they play CreoleCreole And then the manHe steps right up to the microphoneAnd says at lastJust as the time bell rings """"GoodnightNow it's time to go home""""Then he makes it fast with one more thing We are the SultansWe are the Sultans of Swing",rock
Hotel California,"On a dark desert highwayCool wind in my hairWarm smell of colitas, rising up through the airUp ahead in the distanceI saw a shimmering lightHead grew heavy and my sight grew dimHad to stop for the night There she stood in the doorwayHeard the mission bellI was thinking to myself, """"This could be heaven or this could be hell""""Then she lit up a candleShe showed me the wayThere were voices down the corridorThought I heard them say Welcome to the Hotel CaliforniaSuch a lovely place(Such a lovely place)Such a lovely facePlenty of room at the Hotel CaliforniaAny time of year(Any time of year)You can find it here Her mind is Tiffany twistedShe got the Mercedes Benz, uhShe got a lot of pretty-pretty boys, that she calls friendsHow they dance in the courtyard, sweet summer sweatSome dance to rememberSome dance to forget So I called up the captainPlease bring me my wineHe saidWe haven't had that spirit here since 1969""""And still those voices are calling from far awayWake you up in the middle of the nightJust to hear them say Welcome to the Hotel CaliforniaSuch a lovely place(Such a lovely place)Such a lovely faceThey livin' it up at the Hotel CaliforniaWhat a nice surprise(What a nice surprise)Bring your alibis Mirrors on the ceilingWith pink champagne on iceAnd she said""""We are all just prisoners here of our own device""""And in the master's chambers they gathered for the feastThey stab it with their steely knives, but they just can't kill the beast Last thing I remember, I was running for the doorHad to find the passage back to the place I was before""""Relax"""", said the night man, """"We are programmed to receive""""You can check out any time you like, but you can never leave",rock
Bring Me to Life,"How can you see into my eyes like open doorsLeading you down into my coreWhere I've become so numb without a soulMy spirit sleeping somewhere coldUntil you find it there and lead it back home (Wake me up) Wake me up inside(I can't wake up) Wake me up inside(Save me) Call my name and save me from the dark(Wake me up) Bid my blood to run(I can't wake up) Before I come undone(Save me) Save me from the nothing I've become Now that I know what I'm withoutYou can't just leave meBreathe into me and make me realBring me to life (Wake me up) Wake me up inside(I can't wake up) Wake me up inside(Save me) Call my name and save me from the dark(Wake me up) Bid my blood to run(I can't wake up) Before I come undone(Save me) Save me from the nothing I've becomeBring me to life (I've been living a lie, there's nothing inside)Bring me to life Frozen inside without your touch, without your loveDarling, only you are the life among the dead (All this time I can't believe I couldn't seeKept in the dark but you were there in front of me)I've been sleeping a thousand years, it seemsGot to open my eyes to everything(Without a thought, without a voice, without a soul)Don't let me die here (There must be something more)Bring me to life (Wake me up) Wake me up inside(I can't wake up) Wake me up inside(Save me) Call my name and save me from the dark(Wake me up) Bid my blood to run(I can't wake up) Before I come undone(Save me) Save me from the nothing I've becomeBring me to life (I've been living a lie, there's nothing inside)Bring me to life",rock
Everlong,"HelloI've waited here for youEverlongTonightI throw myself intoAnd out of the red, out of her head she sang Come downAnd waste away with meDown with meSlow howYou wanted it to be I'm over my head, out of her head she sangAnd I wonder, when I sing along with youIf everything could ever feel this real forever If anything could ever be this good againThe only thing I'll ever ask of youYou gotta promise not to stop when I say whenShe sang Breathe outSo I can breathe you inHold you inAnd nowI know you've always been there Out of your head, out of my head I sangAnd I wonder when I sing along with youIf everything could ever feel this real foreverIf anything could ever be this good againThe only thing I'll ever ask of youYou gotta promise not to stop when I say whenShe sang And I wonderIf everything could ever feel this real foreverIf anything could ever be this good againThe only thing I'll ever ask of youYou gotta promise not to stop when I say when",rock
The Pretender,"Keep you in the darkYou know they all pretendKeep you in the darkAnd so it all began Send in your skeletonsSing as their bones go marching in, againThey need you buried deepThe secrets that you keep are ever readyAre you ready? I'm finished making senseDone pleading ignoranceThat whole defense Spinning infinity, boyBut the wheel is spinning meIt's never-ending, never-endingSame old story What if I say I'm not like the others?What if I say I'm not just another one of your plays?You're the pretenderWhat if I say that I will never surrender? What if I say I'm not like the others?What if I say I'm not just another one of your plays?You're the pretenderWhat if I say that I'll never surrender? In time, our soul untoldI'm just another soul for sale, oh wellThe page is out of print We are not permanentWe're temporary, temporarySame old story What if I say I'm not like the others?What if I say I'm not just another one of your plays?You're the pretenderWhat if I say that I'll never surrender? What if I say I'm not like the others?What if I say I'm not just another one of your plays?You're the pretenderWhat if I say I will never surrender? I'm the voice inside your headYou refuse to hearI'm the face that you have to faceMirroring your stare I'm what's left, I'm what's rightI'm the enemyI'm the hand that'll take you downBring you to your knees So, who are you?Yeah, who are you?Yeah, who are you?Yeah, who are you? Keep you in the darkYou know they all pretend What if I say I'm not like the others?What if I say I'm not just another one of your plays?You're the pretenderWhat if I say I will never surrender? What if I say I'm not like the others?What if I say I'm not just another one of your plays?You're the pretenderWhat if I say that I'll never surrender? What if I say you're not like the others? (Keep you in the dark)What if I say I'm not just another one of your plays? (You know they all)You're the pretender (Pretend)What if I say I will never surrender? What if I say I'm not like the others? (Keep you in the dark)What if I say I'm not just another one of your plays? (You know they all)You're the pretender (Pretend)What if I say I will never surrender? Yeah, who are you?Yeah, who are you?Yeah, who are you?",rock
Take Me Out,"So if you're lonely, you know I'm here waiting for youI'm just a cross-hair, I'm just a shot away from youAnd if you leave here, you leave me broken shattered I lieI'm just a cross-hair, I'm just a shot then we can die I know I won't be leaving here with you I say, don't you know?You say, you don't knowI say, take me out!I say, you don't showDon't move, time is slowI say, take me out! Well I say, you don't know?You say, you don't goI say, take me out! If I move, this could dieEyes move, this can dieI want you to take me out I know I won't be leaving hereI know I won't be leaving hereI know I won't be leaving hereI know I won't be leaving here with you I say, don't you know?You say, you don't knowI say, take me out! If I wane, this could dieI wait, this could dieI want you to take me outIf I move, this could dieEyes move, this can dieCome on, take me out I know I won't be leaving hereI know I won't be leaving hereI know I won't be leaving hereI know I won't be leaving here with you",rock
Iris,"And I'd give up forever to touch you'Cause I know that you feel me somehowYou're the closest to heaven that I'll ever beAnd I don't want to go home right now And all I can taste is this momentAnd all I can breathe is your lifeAnd sooner or later, it's overI just don't wanna miss you tonight And I don't want the world to see me'Cause I don't think that they'd understandWhen everything's made to be brokenI just want you to know who I am And you can't fight the tears that ain't comingOr the moment of truth in your liesWhen everything feels like the moviesYeah, you bleed just to know, you're alive And I don't want the world to see me'Cause I don't think that they'd understandWhen everything's made to be brokenI just want you to know who I am And I don't want the world to see me'Cause I don't think that they'd understandWhen everything's made to be brokenI just want you to know who I am And I don't want the world to see me'Cause I don't think that they'd understandWhen everything's made to be brokenI just want you to know who I am I just want you to know who I amI just want you to know who I amI just want you to know who I am",rock
Boulevard of Broken Dreams,"I walk a lonely roadThe only one that I have ever knownDon't know where it goesBut it's home to me, and I walk alone I walk this empty streetOn the Boulevard of Broken DreamsWhere the city sleepsAnd I'm the only one, and I walk alone I walk alone, I walk aloneI walk alone, I walk a- My shadow's the only one that walks beside meMy shallow heart's the only thing that's beatingSometimes, I wish someone out there will find me'Til then, I walk alone Ah-ah, ah-ah, ah-ah, ah-ahAh-ah, ah-ah, ah-ah I'm walking down the lineThat divides me somewhere in my mindOn the borderlineOf the edge, and where I walk alone Read between the linesWhat's fucked up, and everything's alrightCheck my vital signsTo know I'm still alive, and I walk alone I walk alone, I walk aloneI walk alone, I walk a- My shadow's the only one that walks beside meMy shallow heart's the only thing that's beatingSometimes, I wish someone out there will find me'Til then, I walk alone Ah-ah, ah-ah, ah-ah, ah-ahAh-ah, ah-ah, I walk alone, I walk a- I walk this empty streetOn the Boulevard of Broken DreamsWhere the city sleepsAnd I'm the only one, and I walk a- My shadow's the only one that walks beside meMy shallow heart's the only thing that's beatingSometimes, I wish someone out there will find me'Til then, I walk alone",rock
Are You Gonna Be My Girl,"I said a 1, 2, 3 take my hand and come with meBecause you look so fine that I really wanna make you mineI said you look so fine that I really wanna make you mineOh, 4, 5, 6 c'mon and get your kicksNow you don't need that money when you look like that, do ya honey? Big black bootsLong brown hairShe's so sweetWith her get back stare Well I could seeYou home with meBut you were with another man, yeahI know we ain't got, much to sayBefore I let you get away, yeahI said, """"Are you gonna be my girl?"""" It's 1, 2, 3 take my hand and come with meBecause you look so fine that I really wanna make you mineI say you look so fine that I really wanna make you mineOh, 4, 5, 6 c'mon and get your kicksNow you don't need that money with a face like that, do ya? Big black bootsLong brown hairShe's so sweetWith her get back stare Well I could seeYou home with meBut you were with another man, yeahI know we ain't got, much to sayBefore I let you get away, yeahI said, """"Are you gonna be my girl?"""" Oh yeahOh yeahC'mon I could seeYou home with meBut you were with another man, yeahI know we, ain't got much to sayBefore I let you get away, yeahUh, be my girl, be my girlAre you gonna be my girl? Yeah",rock
Stairway to Heaven,"There's a lady who's sureAll that glitters is goldAnd she's buying a stairway to heavenWhen she gets there she knowsIf the stores are all closedWith a word she can get what she came for Ooh oohAnd she's buying a stairway to heaven There's a sign on the wallBut she wants to be sure'Cause you know sometimes words have two meaningsIn a tree by the brookThere's a songbird who singsSometimes all of our thoughts are misgivenYou knowAh oh yeah There's a feeling I getWhen I look to the westAnd my spirit is crying for leavingIn my thoughts I have seenRings of smoke through the treesAnd the voices of those who stand lookingThat's youOh oh oh oh oh oh ooh yeah And it's whispered that soonIf we all call the tuneThen the piper will lead us to reasonAnd a new day will dawnFor those who stand longAnd the forests will echo with laughterRemember laughter?Oh yeah yeah yeah yeah yeah yeah yeah yeahYeah yeah yeah yeah And it makes me wonderWait a minute If there's a bustle in your hedgerowDon't be alarmed nowIt's just a spring clean for the May QueenYes, there are two paths you can go byBut in the long runThere's still time to change the road you're onOh oh oh oh oh really really really really really really Your head is hummin' and it won't goBecause you don't knowThe piper's calling you to join himDear lady, can you hear the wind blowAnd did you knowYour stairway lies on the whispering windOh oh And as we wind on down the roadOur shadows taller than our soulsThere walks a lady we all know, yeahWho shines white light and wants to showHow everything still turns to goldAnd if you listen very hardThe tune will come to you at last, yeahWhen all is one and one is all, that's what it isTo be a rock and not to roll, yeah And she's buying a stairway to Heaven",rock
In the End,"(It starts with one)One thing I don't know whyIt doesn't even matter how hard you tryKeep that in mind, I designed this rhymeTo explain in due time All I knowTime is a valuable thingWatch it fly by as the pendulum swingsWatch it count down to the end of the dayThe clock ticks life away It's so unrealDidn't look out belowWatch the time go right out the windowTryin' to hold on, did-didn't even knowI wasted it all just to watch you go I kept everything inside and even though I triedIt all fell apartWhat it meant to me will eventuallyBe a memory of a time when I tried so hard I tried so hard and got so farBut in the end it doesn't even matterI had to fall to lose it allBut in the end it doesn't even matter One thing, I don't know whyIt doesn't even matter how hard you tryKeep that in mind, I designed this rhymeTo remind myself how I tried so hard In spite of the way you were mockin' meActing like I was part of your propertyRemembering all the times you fought with meI'm surprised it got so far Things aren't the way they were beforeYou wouldn't even recognize me anymoreNot that you knew me back thenBut it all comes back to me in the end You kept everything inside and even though I triedIt all fell apartWhat it meant to me will eventuallyBe a memory of a time when I tried so hard I tried so hard and got so farBut in the end it doesn't even matterI had to fall to lose it allBut in the end it doesn't even matter I've put my trust in youPushed as far as I can goFor all thisThere's only one thing you should know I've put my trust in youPushed as far as I can goFor all thisThere's only one thing you should know I tried so hard and got so farBut in the end it doesn't even matterI had to fall to lose it allBut in the end it doesn't even matter",rock
Starlight,"Far awayThis ship is taking me far awayFar away from the memoriesOf the people who care if I live or die StarlightI will be chasing a starlightUntil the end of my lifeI don't know if it's worth it anymore Hold you in my armsI just wanted to holdYou in my arms My lifeYou electrify my lifeLet's conspire to igniteAll the souls that would die just to feel alive I'll never let you goIf you promise not to fade awayNever fade away Our hopes and expectationsBlack holes and revelationsOur hopes and expectationsBlack holes and revelations Hold you in my armsI just wanted to holdYou in my arms Far awayThis ship is taking me far awayFar away from the memoriesOf the people who care if I live or die I'll never let you goIf you promise not to fade awayNever fade away Our hopes and expectationsBlack holes and revelations, yeahOur hopes and expectationsBlack holes and revelations Hold you in my armsI just wanted to holdYou in my armsI just wanted to hold",rock
Supermassive Black Hole,"Ooh, baby, don't you know I suffer?Ooh, baby, can you hear me moan?You caught me under false pretensesHow long before you let me go? You set my soul alightYou set my soul alight (You) Glaciers melting in the dead of nightAnd the superstars sucked into the supermassive (Set my soul alight) (You) glaciers melting in the dead of nightAnd the superstars sucked into the supermassive (Set my soul) I thought I was a fool for no oneBut mmh, baby I'm a fool for youYou're the queen of the superficialAnd how long before you tell the truth? You set my soul alightYou set my soul alight (You) Glaciers melting in the dead of nightAnd the superstars sucked into the supermassive (Set my soul alight) (You) glaciers melting in the dead of nightAnd the superstars sucked into the supermassive (Set my soul) Supermassive black holeSupermassive black holeSupermassive black holeSupermassive black hole Glaciers melting in the dead of nightAnd the superstars sucked into the supermassiveGlaciers melting in the dead of nightAnd the superstars sucked into the supermassive (You) Glaciers melting in the dead of nightAnd the superstars sucked into the supermassive (Set my soul alight)(You) Glaciers melting in the dead of nightAnd the superstars sucked into the supermassive (Set my soul) Supermassive black holeSupermassive black holeSupermassive black holeSupermassive black hole",rock
Time Is Running Out,I think I'm drowningAsphyxiatedI wanna break this spellThat you've created You're something beautifulA contradictionI wanna play the gameI want the friction You will be the death of meYou will be the death of me Bury itI won't let you bury itI won't let you smother itI won't let you murder it Our time is running outOur time is running outYou can't push it undergroundYou can't stop it screaming out I wanted freedomBound and restrictedI tried to give you upBut I'm addicted Now that you know I'm trapped sense of elationYou'd never dream ofBreaking this fixation You will squeeze the life out of me Bury itI won't let you bury itI won't let you smother itI won't let you murder it Our time is running outOur time is running outYou can't push it undergroundYou can't stop it screaming outHow did it come to this?Oh You will suck the life out of me Bury itI won't let you bury itI won't let you smother itI won't let you murder it Our time is running outOur time is running outYou can't push it undergroundYou can't stop it screaming outHow did it come to this?Oh,rock
How You Remind Me,"Never made it as a wise manI couldn't cut it as a poor man stealingTired of living like a blind manI'm sick of sight without a sense of feeling And this is how you remind meThis is how you remind meOf what I really amThis is how you remind meOf what I really am It's not like you to say """"Sorry""""I was waiting on a different storyThis time I'm mistakenFor handing you a heart worth breaking And I've been wrong, I've been downBeen to the bottom of every bottleThese five words in my headScream """"Are we having fun yet?"""" Yeah, yeah, yeah, no, noYeah, yeah, yeah, no, no It's not like you didn't know thatI said, """"I love you,"""" and I swear, I still doAnd it must have been so bad'Cause living with me must have damn near killed you And this is how you remind meOf what I really amThis is how you remind meOf what I really am It's not like you to say """"Sorry""""I was waiting on a different storyThis time I'm mistakenFor handing you a heart worth breaking And I've been wrong, I've been downBeen to the bottom of every bottleThese five words in my headScream """"Are we having fun yet?"""" Yeah, yeah, yeah, no, noYeah, yeah, yeah, no, noYeah, yeah, yeah, no, noYeah, yeah, yeah, no, no Never made it as a wise manI couldn't cut it as a poor man stealingAnd this is how you remind meThis is how you remind me This is how you remind meOf what I really amThis is how you remind meOf what I really am It's not like you to say """"Sorry""""I was waiting on a different storyThis time I'm mistakenFor handing you a heart worth breaking And I've been wrong, I've been downBeen to the bottom of every bottleThese five words in my headScream """"Are we having fun yet?"""" Yeah, yeah, are we having fun yet?Yeah, yeah, are we having fun yet?Yeah, yeah, are we having fun yet? Yeah, yeahNo, no",rock
Come as You Are,"Come as you are, as you wereAs I want you to beAs a friend, as a friendAs an old enemy Take your time, hurry upChoice is yours, don't be lateTake a rest as a friendAs an old memoria MemoriaMemoriaMemoria Come doused in mud, soaked in bleachAs I want you to beAs a trend, as a friendAs an old memoria MemoriaMemoriaMemoria And I swear that I don't have a gunNo, I don't have a gunNo, I don't have a gun MemoriaMemoriaMemoria (No, I don't have a gun) And I swear that I don't have a gunNo, I don't have a gunNo, I don't have a gunNo, I don't have a gunNo, I don't have a gun MemoriaMemoria",rock
Lithium,"I'm so happy 'cause today I found my friendsThey're in my headI'm so ugly, that's okay, 'cause so are youBroke our mirrorsSunday morning is everyday, for all I careAnd I'm not scaredLight my candles in a daze'Cause I've found God Yeah, yeahYeah, yeahYeah, yeahYeah, yeahYeah, yeahYeah, yeah, yeah I'm so lonely, that's okay, I shaved my headAnd I'm not sadAnd just maybe I'm to blame for all I've heardBut I'm not sureI'm so excited, I can't wait to meet you thereAnd I don't careI'm so horny, that's okayMy will is good Yeah, yeahYeah, yeahYeah, yeahYeah, yeahYeah, yeahYeah, yeah, yeah I like it, I'm not gonna crackI miss you, I'm not gonna crackI love you, I'm not gonna crackI killed you, I'm not gonna crackI like it, I'm not gonna crackI miss you, I'm not gonna crackI love you, I'm not gonna crackI killed you, I'm not gonna crack I'm so happy 'cause today I found my friendsThey're in my headI'm so ugly, that's okay, 'cause so are youBroke our mirrorsSunday morning is everyday, for all I careAnd I'm not scaredLight my candles in a daze'Cause I've found God Yeah, yeahYeah, yeahYeah, yeahYeah, yeahYeah, yeahYeah, yeah, yeah I like it, I'm not gonna crackI miss you, I'm not gonna crackI love you, I'm not gonna crackI killed you, I'm not gonna crackI like it, I'm not gonna crackI miss you, I'm not gonna crackI love you, I'm not gonna crackI killed you, I'm not gonna crack",rock
Smells Like Teen Spirit,"Load up on guns, bring your friendsIt's fun to lose and to pretendShe's over-bored and self-assuredOh no, I know a dirty word Hello, hello, hello, how low?Hello, hello, hello, how low?Hello, hello, hello, how low?Hello, hello, hello With the lights out, it's less dangerousHere we are now, entertain usI feel stupid, and contagiousHere we are now, entertain usA mulatto, an albinoA mosquito, my libido, yeah I'm worse at what I do bestAnd for this gift, I feel blessedOur little group has always beenAnd always will until the end Hello, hello, hello, how low?Hello, hello, hello, how low?Hello, hello, hello, how low?Hello, hello, hello With the lights out, it's less dangerousHere we are now, entertain usI feel stupid, and contagiousHere we are now, entertain usA mulatto, an albinoA mosquito, my libido, yeah And I forget, just why I tasteOh yeah, I guess it makes me smileI found it hard, it's hard to findOh well, whatever, nevermind Hello, hello, hello, how low?Hello, hello, hello, how low?Hello, hello, hello, how low?Hello, hello, hello With the lights out, it's less dangerousHere we are now, entertain usI feel stupid, and contagiousHere we are now, entertain usA mulatto, an albinoA mosquito, my libido A denial, a denialA denial, a denialA denial, a denialA denial, a denialA denial",rock
